question,cleaned_question,usable
Is using TFSA to actively trade considered income?,Is active trading within a Tax-Free Savings Account (TFSA) considered as income?,True
Emergency fund vs max out TFSA?,Should an emergency fund be prioritized over maximizing contributions to a Tax-Free Savings Account (TFSA) in Canada?,True
I mistakenly over-contributed to my TFSA and was penalized. I appealed in March and CRA finally responded.,Did the Canada Revenue Agency (CRA) respond to an appeal regarding a penalty for over-contributing to a Tax-Free Savings Account (TFSA)?,True
"Accidental 2024 TFSA Over Contribution - Over $2,600 in fees!","Has there been an accidental over-contribution to the Tax-Free Savings Account (TFSA) in 2024, resulting in over $2,600 in fees?",True
Upgrade to more expensive house or stay put and add more into tfsa etc.,Should I upgrade to a more expensive house or remain in my current residence and invest additional funds into a Tax-Free Savings Account (TFSA) instead?,True
Canada First TFSA top up,Is it possible to make a contribution (top-up) to a Canada First TFSA (Tax-Free Savings Account)?,True
Borrowing against mortgage to max out TFSA’s,Utilizing Mortgage for Maximum TFSA Investment,True
TFSA over RRSP. I just don't get the argument.,Should a Tax-Free Savings Account (TFSA) be preferred over a Registered Retirement Savings Plan (RRSP)?,True
Can Sunlife restrict my access to my TFSA account because I haven't talked with my advisor in a while?,Does Sun Life Financial (Sunlife) have the ability to restrict access to Tax-Free Savings Account (TFSA) due to lack of communication with an advisor over an extended period?,True
"TIL - If your tax rate at contribution and withdrawal is the same, your take home from pretax RRSP contribution is the same as TFSA at withdrawal","If the tax rate at contribution and withdrawal is the same, is the take-home amount from a pretax RRSP contribution equal to the take-home amount at withdrawal from a Tax-Free Savings Account (TFSA) in Canada?",True
Is RRSP worth it?,Is a Registered Retirement Savings Plan (RRSP) a worthwhile investment option in Canada?,True
“Don’t contribute to your RRSP if you’re in a lower tax bracket than you will be in the future” - why not?,Why is it not advisable to not contribute to an RRSP when currently in a lower tax bracket but expecting to be in a higher one in the future?,True
Why is it recommended to not contribute to RRSP/FHSA if you're low income?,"Should a person with low income avoid contributing to RRSP (Registered Retirement Savings Plan) or FHSA (First Home Savings Account)? If so, why?",True
When to contribute to RRSP?,At what point should contributions be made to a Registered Retirement Savings Plan (RRSP)?,True
"First timer, mid 30s, starting an RRSP",A first-time investor in their mid-30s is beginning to contribute to an RRSP (Registered Retirement Savings Plan).,True
"Is $300,000 in an RRSP at 30 enough to retire at 55 in 25 years?","Does a $300,000 savings in a Registered Retirement Savings Plan (RRSP) provide sufficient funds for retirement at age 55 after a 25-year period starting at age 30?",True
63 yr old let go at work after over 30 years of service. Implications of cashing out RRSP now?,"What are the implications for a 63-year-old individual who was let go from their job after more than 30 years of service, if they decide to cash out their Registered Retirement Savings Plan (RRSP) now?",True
RRSP account is at $999K,"What is the balance of an RRSP account? (The provided balance is CAD 999,000)",True
Tax refund seems to be very low (RRSP/FHSA contributions over $20k),"Is the tax refund low when contributing more than $20,000 to RRSP and FHSA?",True
My journey to $1M RRSP started 25 years ago,"What is the timeframe for a person's RRSP accumulation towards reaching $1,000,000?",True
Does it make sense to drain all of an RRSP at age 34 to wipe out credit card debt and start fresh?,Should a person aged 34 consider using their entire RRSP balance to pay off credit card debt for a fresh financial start?,True
Is there still much benefit to contributing to my RRSP if I will be withdrawing at the same tax bracket as I am contributing?,Is there still a financial benefit to contributing to an RRSP when the withdrawal tax bracket is the same as the contribution tax bracket?,True
Is there a point when you stop contributing to your RRSP?,At what point should one stop contributing to their Registered Retirement Savings Plan (RRSP) in Canada?,True
"I have 120k rrsp contribution room. If I invest 120k in rrsp, will cra actually give me the huge refund in a single payment?",Will the Canada Revenue Agency (CRA) provide a large refund as a single payment when 120k is invested in an RRSP?,True
Multiplication is commutative. There is no special boost in compounding inside your RRSP. Pretty much the only thing that matters is your tax rate when you make the contribution and when you withdraw.,"Is there a special boost in compounding within RRSPs, considering multiplication is commutative and the significance lies in the tax rates during contributions and withdrawals?",True
"Tax question: my spouse has a lot of RRSP contribution room, but I have money lying around. Can I gift them money to contribute to my Spousal RRSP?",Can I gift money to my spouse with significant RRSP contribution room to contribute towards their Spousal RRSP?,True
Question: Why take a loan to contribute to your RRSP? Logic of it.,What is the rationale for taking out a loan to fund contributions towards a Registered Retirement Savings Plan (RRSP)?,True
How common is it for employers in Canada to offer matching contributions to RRSP?,How common is it for employers in Canada to offer matching contributions to RRSP?,True
"ELI5: why is it that I can get a $1500 cellphone on a payment plan with kinda crap credit, but I can't get a $500 loan from my bank, even though they hold my RRSP, worth over $15K?","Why is it that an individual with suboptimal credit can obtain a $1500 phone on a payment plan, but cannot secure a $500 loan from a bank despite holding an RRSP worth over $15000?",True
Defined Pension vs RRSP,Comparing Defined Pension Plans and Registered Retirement Savings Plans (RRSPs),True
When to stop contributing to RRSP?,At what point should an individual stop contributing to a Registered Retirement Savings Plan (RRSP)?,True
My RRSP transfer from Manulife to Questrade was stolen,Was there unauthorized transfer of RRSP funds from Manulife to Questrade?,True
What kind of RRSP matching plan do you get from your employer?,"Does the employer offer any RRSP matching plan? If yes, what is the nature of the RRSP matching plan provided by the employer?",True
Work is offering RRSP Matching of up to 5%,Does the employee's workplace offer RRSP matching up to a rate of 5%?,True
"What's the catch with companies matching RRSP contribution? If I contribute 5% of salary, they'll match that. How can they give away free money?","What are the potential conditions or limitations associated with employer-matched RRSP contributions when an employee contributes 5% of their salary, and how can companies afford to provide matching contributions?",True
Salary jumped from $80k - $200k; Empty RRSP and $42k in student debt,"What is the financial impact on retirement savings (RRSP) for an individual with a salary jump from $80,000 to $200,000, no existing RRSP funds, and $42,000 in student debt?",True
RRSP Contribution drawbacks?,Drawbacks of making RRSP contributions,True
I'm 67. Can someone explain to me why I can't access my RRSP savings?,Why can't a 67-year-old individual access their RRSP savings?,True
RRSP - Contribute more than my annual salary?,Is it possible to contribute more than an annual salary to an RRSP?,True
Rule of thumb for retirement: CPP + maxed RRSP = 100% income replacement up to YAMPE at age 65,Is the rule of thumb for retirement in Canada that CPP (Canada Pension Plan) plus fully-funded RRSP (Registered Retirement Savings Plan) provides 100% income replacement up to the YMPE (Year's Maximum Pensionable Earnings) at age 65?,True
Should I withdraw from RRSP to pay off 23% loan??,Is it advisable to withdraw funds from an RRSP to pay off a high-interest loan (23%)?,True
Old and need advice for RRSP investing.,"Seeking advice on RRSP investing, particularly for seniors.",True
FHB Plan Aka First Home buyers Plan AKA Taking money from RRSP to buy a house,Is it permissible to withdraw funds from a Registered Retirement Savings Plan (RRSP) to purchase a home under the First Home Buyers Plan in Canada?,True
Confusing advice from accountant on Spousal RRSP,Seeking clarification about conflicting advice regarding Spousal RRSPs from an accountant.,True
Seeking advice on RRSP contribution to manage one-time high income year,Advice needed for managing a high-income year by contributing to RRSP,True
Can I put less into my RRSP now that I'm paying for CPP2?,Is it possible to contribute less to my RRSP since I am paying for CPP2?,True
What are the negatives of an RRSP?,What are the disadvantages of Registered Retirement Savings Plans (RRSPs) in Canada?,True
Is an RRSP contribution worth it in my case?,Is a Registered Retirement Savings Plan (RRSP) contribution beneficial for me?,True
RRSP true cost penalty,"What is the penalty for withdrawing from an RRSP (Registered Retirement Savings Plan) before age 71, considering all associated costs and taxes?",True
Reasons NOT to max RRSP when in the top tax bracket?,Why should one not contribute the maximum amount to an RRSP if they are in the highest tax bracket in Canada?,True
If there’s zero benefit to over contributing to your RRSP why are the penalties so harsh?,"Why are the penalties for over-contributing to a Registered Retirement Savings Plan (RRSP) severe, given that there appears to be no advantage in doing so?",True
"If I'm not planning on buying a house, can I essentially consider the FHSA as a 40k addition to my RRSP contribution room?","Is it possible to view a Federal Home Savings Account (FHSA) as an additional $40,000 for RRSP contribution room if no house is being purchased?",True
RRSP over contribution by $150,RRSP Overcontribution Amount: $150,True
Abysmal rates of return on RRSP investments.,Low rates of return for Retirement Savings Plan (RRSP) investments in Canada.,True
Would you contribute to your RRSP if you were me?,Should a hypothetical individual contribute to their Registered Retirement Savings Plan (RRSP) in this scenario?,True
Should I max out RRSP contribution this year or wait for higher salary?,Should the investor maximize RRSP contributions for this year or wait until a higher salary is achieved?,True
Is it wise to take a loan to fund your RRSP?,Should one borrow money to finance contributions for an RRSP (Registered Retirement Savings Plan) in Canada?,True
maxing out RRSP even if you aren't a high income earner,"Is it advisable to contribute the maximum amount to an RRSP, despite having a moderate income?",True
When should I stop contributing to RRSP?,At what point should I cease making contributions to my Registered Retirement Savings Plan (RRSP)?,True
Question re tax impact of gifted money and RRSP contribution,What is the tax impact when receiving gifted money and making an RRSP contribution in Canada?,True
Why CPP/EI deduction even though I choose to transfer 100% bonus to RRSP.,Why is there a CPP/EI deduction when choosing to transfer 100% bonus to an RRSP?,True
Non Registered seems better than RRSP. What am I missing ?,Is there a reason why a Non-Registered account may be preferable to an RRSP?,True
RRSP withdrawal in chunks,Is it possible to withdraw funds from an RRSP in multiple installments?,True
Using my RRSP to pay off Debt,Using a Registered Retirement Savings Plan (RRSP) to Pay Off Debt,True
If I have a government pension do I need an RRSP?,Does an individual with a government pension require an RRSP (Registered Retirement Savings Plan) in Canada?,True
To RRSP or not to RRSP,Should I contribute to a Registered Retirement Savings Plan (RRSP) or not?,True
Should I stop contributing to my RRSP?,Should I continue or discontinue contributions to my Registered Retirement Savings Plan (RRSP)?,True
Considering RRSP withdrawal to pay off debt,Should I withdraw funds from my RRSP to pay off debt?,True
How do I decide whether I should keep investing in RRSP vs. non-registered?,Should I continue to invest in Registered Retirement Savings Plan (RRSP) versus non-registered accounts?,True
"Put Bonus towards RRSP or Payoff $750,000 Mortgage","Should a bonus be used to pay off a mortgage worth $750,000 or contribute towards an RRSP?",True
FHSA RRSP loophole?,Is there a loophole in the FHSA (First Home Savings Account) and RRSP (Registered Retirement Savings Plan) relationship for Canadian homebuyers?,True
Is there a point to save in RRSP?,Is there a point to save in RRSP?,True
What to do next when TFSA &amp; RRSP is maxed out?,What are the appropriate steps to take when a Tax-Free Savings Account (TFSA) and Registered Retirement Savings Plan (RRSP) have reached their maximum contribution limits?,True
When is it not worth it to max out RRSP?,Under what circumstances is it inadvisable to contribute the maximum amount to a Registered Retirement Savings Plan (RRSP)?,True
When people say they invest in Retirement that means rrsp account right ?,Does investing in retirement refer specifically to RRSP accounts?,True
I’ve almost Maxed Out My RRSP /TFSA– What’s Next?,What investment options are available for an individual who has almost maxed out their RRSP and TFSA in Canada?,True
Any advantage to an RRSP when you'll remain in a high tax bracket when retired?,Is there any advantage to contributing to an RRSP if one expects to be in a high tax bracket upon retirement?,True
What should I invest in in my FHSA If I plan on buying a house in the next 5 years?,Which investment is suitable for a First Home Savings Account (FHSA) if the account holder intends to purchase a home within the next 5 years?,True
FHSA - too good to be true?,Is a First Home Savings Account (FHSA) too good to be true?,True
Market crash and FHSA,Is there a relationship between market crashes and the usage of Federal Home Savings Account (FHSA) for investments?,True
"FHSA – found out I’m ineligible, what should I do?",FHSA Eligibility Issue: Suggestions for Alternative Actions,True
Should I open a FHSA when I don’t yet want to buy?,Is it advisable to open a First Home Savings Account (FHSA) if one does not currently intend to purchase a home?,True
Should I continue investing FHSA,Is it advisable to keep contributing to the First Home Savings Account (FHSA) for investment purposes?,True
First Home Savings Account (FHSA) - Read here before posting about the FHSA account.,Is the question relevant to a Canadian personal finance/investing context regarding the First Home Savings Account (FHSA)?,True
Is FHSA always invested or is my advisor lying to me?,"Is the Federal Home Savings Account (FHSA) always fully invested, or is there a possibility that my advisor may be misleading me about its investment status?",True
BMO advisor turned me around when I went to open a FHSA,Did a BMO advisor provide guidance when you attempted to open a First Home Savings Account (FHSA)-specifically?,True
FHSA contributors may be experiencing delays in getting their tax refund,Are FHSA (First Home Savings Account) contributors encountering potential delays in receiving their tax refunds?,True
Accidentally opened FHSA (18M),Did the user accidentally open a Federal Home Savings Account with a balance of $18M?,True
Should I OPEN a FHSA even if I am not planning on buying a house?,Is it advisable to open a First Home Savings Account (FHSA) if one is not planning on purchasing a home?,True
Leftover FHSA funds,Leftover Funds in a Federal Home Savings Account (FHSA),True
"I contributed $12,000 to FHSA for 2025 using $4,000 unused from 2024. Tax preparer claims $8,000 is max I can use per year and won't submit $12,000 as my contribution for this year","What is the maximum allowable annual contribution to a First Home Savings Account (FHSA) if $4,000 was carried over from the previous year and $8,000 was already contributed in the same year?",True
CRA My Account now has 2025 FHSA participation room statements,Does the CRA (Canada Revenue Agency) My Account provide 2025 FHSA (First Home Savings Account) participation room statements?,True
"My Wife went to TD for a FHSA, got sold Mutual Funds, and we are losing money",Wife invested in Mutual Funds through TD's FHSA and is experiencing losses,True
Just opened and funded a FHSA at Questrade!,"Has the individual opened, funded, and started contributing to a First Home Savings Account (FHSA) at Questrade?",True
Why is there a lifetime limit of 40k for a FHSA?,"What is the reason behind the lifetime contribution limit of CAD 40,000 for a First Home Savings Account (FHSA) in Canada?",True
If you buy a home but don't use the money in your FHSA..,"If unspent funds remain in a First Home Savings Account (FHSA), what happens to them?",True
"Confused about FHSA ruling. Contacted CRA, but they weren't much help",Is the individual seeking clarification on the First Home Savings Account (FHSA) ruling and has encountered difficulties in obtaining information from the Canada Revenue Agency (CRA)?,True
Should I prioritize an FHSA if my fiancee already owns a home?,Is it advisable to prioritize a First Home Savings Account (FHSA) if the individual's fiancée already owns a home?,True
FHSA contribution make sense for a university student making no income?,FHSA contribution make sense for a university student making no income?,True
18 y/o - FHSA vs TFSA,"At age 18, should one choose a Federal Home Savings Account (FHSA) over a Tax-Free Savings Account (TFSA)?",True
XEQT or GIC for fhsa?,Should XEQT (Index ETF) or a Guaranteed Investment Certificate (GIC) be used in a Home Buyers Plan (HBFSA)?,True
Won't the FHSA just increase demand and drive prices higher?,Does the First Home Savings Account (FHSA) potentially increase housing demand and consequently drive prices higher?,True
"Income is increasing significantly, should I defer RRSP and FHSA deductions?","Given a significant increase in income, is it advisable to delay contributions to Registered Retirement Savings Plan (RRSP) and Home Buyers' Plan (FHSA) deductions?",True
I put all my home savings in RRSP/FHSA. How bad did i mess up here?,Did the individual make a poor decision by investing all their home savings into RRSP/FHSA?,True
Our experience opening an FHSA: Yikes,Our experience opening an FHSA: Yikes,True
"My FHSA/RRSP/TFSA is maxed, spouse's isn't. Any reason I can't move spare cash from my nonreg savings account into her TFSA?","Can excess funds from a non-registered savings account be transferred to a spouse's Tax-Free Savings Account (TFSA), when the contributor's FHSA/RRSP is maxed and the spouse's isn't?",True
New grad with new job: FHSA or TFSA,Should a new graduate with a new job invest in a Federal Home Savings Account (FHSA) or a Tax-Free Savings Account (TFSA)?,True
Son Turned 18 and has 15k to invest from inheritance…TFSA and FHSA?,"Is it advisable for a son who recently turned 18 and has an inheritance of $15,000 to invest in TFSA (Tax-Free Savings Account) or FHSA (First Home Savings Account) if applicable?",True
I was able to create a FHSA on Wealthsimple,Was the creation of a Federal Home Savings Account (FHSA) successfully completed on Wealthsimple?,True
Should I aggressively pay off my debt before opening a FHSA and TFSA?,Is it advisable to prioritize debt repayment over contributing to a Federal Home Savings Account (FHSA) and Tax-Free Savings Account (TFSA) due to existing debts?,True
Very tiny overcontribution to FHSA,Tiny Overcontribution to the Home Buyers Plan (FHSA),True
"Maxed out my TFSA and FHSA, what should I do next?",What investment options are available for an individual who has maxed out their Tax-Free Savings Account (TFSA) and First Home Savings Account (FHSA)?,True
FHSA Tax Deduction Carry Forward?,Can a FHSA (First Home Savings Account) tax deduction be carried forward?,True
Used FHSA for a home deposit. The home fell through. What now?,"For an individual who used the First Home Savings Account (FHSA) for a home deposit but the purchase did not go through, what are the next steps?",True
"Feeling like I made a big mistake, FTHB / FHSA advice required",Do you require advice for first-time homebuyers (FTHB) and First Home Savings Account (FHSA) due to feelings of regret about a recent decision?,True
Confused about tax deductible amount of FHSA,What is the tax-deductible amount for a First Home Savings Account (FHSA) in Canada?,True
"Let's say you don't plan to buy a home, opening an FHSA is still a good idea, no?",Is it beneficial to open a First Home Savings Account (FHSA) if one does not plan to purchase a home?,True
The math on FHSA vs paying off debt... Am I missing something?,Is there a mathematical comparison between using the First Home Savings Account (FHSA) and paying off debt?,True
Not owing taxes? To use or not to use RRSP and FHSA deductions,Should one utilize RRSP and FHSA deductions if there is no outstanding tax liability?,True
FHSA - qualifying withdrawal,Is a qualifying withdrawal applicable for an FHSA (First Home Savings Account) in Canada?,True
EQ Bank launches FHSA at 3.00% interest rate,Does the launch of a High Interest Savings Account (FHSA) by EQ Bank offer an annual interest rate of 3.00%?,True
should I contribute to RRSP after maxing out TFSA and FHSA?,Should an individual contribute to Registered Retirement Savings Plan (RRSP) after maximizing Tax-Free Savings Account (TFSA) and First Home Savings Account (FHSA)?,True
What are the best ETFs for your FHSA?,Which are the top Exchange-Traded Funds (ETFs) suitable for a First Home Savings Account (FHSA)?,True
FHSA Tip Before Jan 1st,Is there any advice for using the First Home Savings Account (FHSA) before January 1st?,True
Is the First Home Savings Account (FHSA) actually worth it?,Is the First Home Savings Account (FHSA) financially beneficial?,True
Should I add 8k to my FHSA today?,Should I invest 8k into my First Home Savings Account (FHSA) today?,True
FHSA Participation room statement not appearing in last year's NOA,Why isn't the FHSA (First Home Savings Account) Participation Room Statement included in the Notice of Assessment (NOA) for the previous year?,True
Question about double dipping FHSA and RRSP for the First time home buyer.,"Is it possible to utilize both a First Home Savings Account (FHSA) and a Registered Retirement Savings Plan (RRSP) for the first-time homebuyer's initial property purchase, known as 'double dipping'?",True
What are you planning to put in your FHSA?,What investments will be made within a First Home Savings Account (FHSA) by the respondent?,True
Can I still contribute to FHSA even after marriage?,Is it possible to make contributions to the First Home Savings Account (FHSA) after getting married?,True
Max out TFSA OR FHSA first?,Should I max out Tax-Free Savings Account (TFSA) or First Home Savings Account (FHSA) first?,True
"After getting burned on “good stocks,” what’s the sensible way to invest $4.5k in a Wealthsimple FHSA?",What is the appropriate investment strategy for investing CAD 4500 in a Wealthsimple FHSA (Federal Health Savings Account) after experiencing losses with 'good stocks'?,True
How to best manage my FHSA,What are the best strategies for managing a First Home Savings Account (FHSA) in Canada?,True
What happens if you don't buy a home with the FHSA and your RRSP is maxed?,"If an individual's Registered Retirement Savings Plan (RRSP) is maximized, what are the consequences of not utilizing the First-Time Home Buyer's Save (FHSA) for home purchase?",True
Advice for how to manage registered accounts (TFSA/RRSP/FHSA) after receiving a large sum of money,"What advice can be provided for managing Registered Retirement Savings Plan (RRSP), Tax-Free Savings Account (TFSA), and First Home Savings Account (FHSA) when receiving a significant amount of money?",True
Need Help with FHSA Claims on Wealthsimple!,Is there assistance available for FHSA (First Home Savings Account) claims on Wealthsimple?,True
Should I put my paycheck into a tfsa or fhsa?,Should I invest my paycheck into a Tax-Free Savings Account (TFSA) or Home Buyers' Plan (HBP)/First-Time Home Buyers' Save (FHSA)?,True
"Forgot to report FHSA opening year, CRA thinks my first FHSA year is 2025, how do I fix ?","How to correct the reported First Home Savings Account (FHSA) opening year if Canada Revenue Agency (CRA) believes it is 2025, when it should be an earlier year?",True
How to invest FHSA and other money for home in 10-15 years?,"What are the strategies for investing funds allocated towards a First Home Savings Account (FHSA) and personal savings, with a time horizon of 10-15 years, for the purpose of purchasing a home?",True
Help with choosing between tfsa or fhsa or both at 19,"Should a 19-year-old decide between TFSA (Tax-Free Savings Account) and RRSP (Registered Retirement Savings Plan, commonly known as FHSA in some contexts) or consider using both?",True
Using a low interest portfolio loan to max fhsa contribution,Using a Low-Interest Portfolio Loan for Maximizing RRSP Contributions in Canada,True
Why do I have FHSA room? Bought a primary residence.,What is the reason for having Federal Home Savings Account (FHSA) room after purchasing a primary residence?,True
Home deposit with offer [FHSA/RRSP],Does the investment being considered qualify for a First Home Savings Account (FHSA) or a Registered Retirement Savings Plan (RRSP) as a home deposit?,True
Short term investments (FHSA),Are short-term investments under the First Home Savings Account (FHSA) suitable for personal finance and investing?,True
Change in use in FHSA purchased property,Frequency of FHSA-purchased property usage change,True
FHSA? It starts tomorrow but I don't see a single bank offering it yet.,"Is there any Canadian bank currently offering the First Home Savings Account (FHSA), as it becomes available starting tomorrow?",True
"FHSA question – contribution, deduction, and home purchase confusion (PR case)","Does the FHSA (First Home Savings Account) contribute to, provide a tax deduction for, and apply towards a down payment on a home purchase? (Particular PR Case)",True
Need help with FHSA contribution for first time home buying,Is there assistance needed to understand the contribution limits and eligibility requirements for a First Home Savings Account (FHSA) in relation to first-time home purchasing?,True
Am I wrong about the FHSA?,Is the information provided about the FHSA accurate?,True
FHSA participation room vs unused carryforward — CRA shows $16k for 2025 but math suggests more. Can someone clarify?,"Is there a discrepancy between the FHSA participation room shown by the CRA as $16,000 for 2025 and the calculated amount, which suggests a higher figure? Could this be explained?",True
Government FHSA update: Design of the Tax-Free First Home Savings Account,What is the design of the updated Tax-Free First Home Savings Account (FHSA) by the Canadian government?,True
"In 2023 I opened an FHSA and later that year I bought a house. I did not make a qualifying withdrawal in order to keep the FHSA open. In 2025 I opened a new FHSA with another broker. Is the new one ineligible? If so, what are the consequences and how do I fix it?","Is a new First Home Savings Account (FHSA) opened in 2025 eligible if an existing FHSA was open in the same year but no qualifying withdrawal was made? If ineligible, what are the consequences and how can it be rectified?",True
"TD agent screwed up my FHSA transfer paperwork and I got hit with a $1,600 fine for an over-contribution I didn't make - still can't get the proof document from Questrade","I received a $1,600 fine due to TD agent's error in processing my FHSA transfer paperwork. Despite my attempts, I am unable to obtain the necessary proof document from Questrade.",True
Can my wife open an FHSA?,Is it possible for a spouse to open a First Home Savings Account (FHSA) in Canada?,True
Advice on what to invest in WealthSimple - FHSA Account,Advisable investments for a WealthSimple FHSA (First Home Savings Account) Account,True
Should I max my FHSA if it won’t change my tax bracket?,Should one contribute the maximum amount to a First Home Savings Account (FHSA) if it does not affect their tax bracket?,True
20yr old investing - FHSA advice,Investment advice for a 20-year-old regarding the First Home Savings Account (FHSA),True
Unused FHSA contribution room from 2023 &amp; 2024,Unused FHSA (First Home Savings Account) contribution room for the years 2023 and 2024,True
Tax Refund Missing FHSA Contribution,Is a missing Federal Home Savings Account (FHSA) contribution causing issues with a tax refund?,True
"I ran the math on Bank Mutual Funds vs. ETFs over 25 years. 
The difference is literally a Ferrari.","Over a period of 25 years, what is the difference in return between bank mutual funds and ETFs, to the extent that this difference equates to owning a Ferrari?",True
Wishing the newer equity ETF investors all the best in their first major dip,Is it appropriate to offer well wishes to new equity ETF investors experiencing their first significant market downturn?,True
Ben Felix Video: CIBC Avantis ETFs: CAGE vs. VEQT/XEQT,"Is the comparison between CIBC Avantis ETFs (specifically, CAGE) and Vanguard's VEQT/XEQT relevant to personal finance/investing?",True
Ben Felix Video - The Rise of ETF Slop,"Is it possible to analyze the rise of Exchange-Traded Fund (ETF) sloppiness, as discussed in Ben Felix's video 'The Rise of ETF Slop'?",True
Borrowing from HELOC for fully paid house to invest in dividend/interest ETF's?,Is it appropriate to borrow using a Home Equity Line of Credit (HELOC) against a fully-paid house to invest in Dividend or Interest ETFs?,True
Justin Bender Video: ZEQT vs VEQT vs XEQT: Why Is Everyone Ignoring This ETF?,"Why is ZEQT, VEQT, or XEQT being ignored compared to other ETFs in the Canadian market?",True
YSK You can get high interest rates on your cash from CASH.TO (ETF) without relying on temporary bank promotions. No need to waste time by moving your money around.,"Is it beneficial to invest in CASH.TO (ETF) for higher interest rates on cash, as an alternative to relying on temporary bank promotions and avoiding the hassle of transferring funds?",True
TD Direct Investing now has commission free ETFs,Is it true that TD Direct Investing offers commission-free ETFs?,True
PSA: Mutual Funds are **SUBSTANTIALLY** more EXPENSIVE than equivalent ETFs,Is it accurate to state that mutual funds are significantly more expensive than comparable exchange-traded funds (ETFs) in terms of costs?,True
Vanguard Canada lowers ETF and Mutual Fund fees,Has Vanguard Canada reduced the fees for its ETFs and mutual funds?,True
Reached our $500K ETF milestone after 10 years: Thanks PFC,"After 10 years, the portfolio's ETF value reached $500,000. This achievement was made possible by Personal Finance Canada (PFC).",True
ETFs are booming—should we be worried?,Is there a concern about the growth of ETFs in the Canadian retail investment market?,True
Investor’s Edge announced $0 commissions on ETFs,Has Investor's Edge introduced zero-commission trading for Exchange-Traded Funds (ETFs)??,True
"Mutual funds could cost you thousands, switch to ETFs explained","Discuss the potential savings from switching from mutual funds to Exchange-Traded Funds (ETFs), highlighting the costs involved in mutual funds.",True
"Bay Street is fighting over high-interest ETFs that retail investors love, sparking a federal review","Is there a debate on high-interest ETFs among Bay Street participants, which have gained popularity among retail investors, leading to a federal review?",True
Why doesn’t everyone invest in index tracked ETFs?,What are the reasons why not everyone invests in index-tracking Exchange Traded Funds (ETFs) within the Canadian retail investment context?,True
Unpopular Opinion: It’s absolutely OKAY to not have a 100% DIY passive index ETF portfolio,"Is it acceptable to not have a completely self-managed, passive index ETF portfolio in Canada?",True
OSFI releases HISA ETF ruling - not good,Has OSFI released a negative ruling for HISA ETFs?,True
Emergency money - should I invest in ETF or not,Should I invest in an Emergency Fund ETF instead of a traditional savings account?,True
"Inflation going up, real estate unaffordable, stocks/etfs going down. Where do you park your investments dollars these days?","Given the current economic climate with inflation rising, real estate becoming unaffordable, and stocks/ETFs experiencing a downturn, where should one allocate investment dollars?",True
Why would you buy a bond ETF instead of just buying the underlying bond ?,What are the reasons for purchasing a Bond Exchange-Traded Fund (ETF) rather than directly owning individual bonds?,True
US/Canada dual citizen: how to invest without ETFs?,Canadian Dual Citizen: How to Invest Directly in Stocks and Securities Without Using ETFs?,True
Can I take a career break - 34 y/o NW $1.1M CAD in ETFs including $50k cash saved,"Is it possible to take a career break at age 34 with a net worth of $1,100,000 CAD, comprised of ETFs and $50,000 cash?",True
100k sitting in a chequing account. I want to buy an ETF so i don't just have this money doing nothing for me.,"A Canadian resident has $100,000 in a checking account and wants to invest in an ETF to generate returns instead of keeping the funds idle.",True
ETF vs RBC mutual funds,Comparison between ETFs and RBC Mutual Funds,True
How relevant is the 20% Global ETF &amp; 80% Bond portfolio today?,"How relevant is a 20% Global ETF and 80% Bond portfolio today, in terms of personal finance and investing?",True
Environmentally Conscious ETFs?,Are there Environmentally Conscious Exchange-Traded Funds (ETFs) available in Canada?,True
Can someone please explain the difference between ETFs and mutual funds to me like I’m a five year old?,Explain the differences between Exchange-Traded Funds (ETFs) and Mutual Funds in simple terms suitable for a five-year-old.,True
Investment in bond etf no longer worth it?,Is an investment in Bond ETF no longer a profitable decision?,True
Reached our $300K ETF milestone after 7 years: Thanks PFC,"Did reaching the $300,000 ETF milestone occur after 7 years?",True
"Management fee of iShares Core asset allocation ETFs reduced from 0.18% to 0.17% (XEQT, XGRO, XBAL)","Has the management fee for iShares Core Asset Allocation ETFs (XEQT, XGRO, XBAL) been reduced from 0.18% to 0.17%?",True
VEQT in non-reg account and dividend ETF in TFSA good plan?,Is it advisable to hold VEQT in a non-registered account and a dividend ETF in a Tax-Free Savings Account (TFSA) as an investment plan?,True
VT versus VEQT or XEQT for world ETF as core for TFSA,"Should VT, VEQT, or XEQT be chosen as a world ETF for a TFSA's core investment?",True
Pay down mortgage rate of 4% or invest in market ETFs?,"Should I pay down my mortgage with a rate of 4%, or invest in an ETF for the market instead?",True
"My financial advisor has actually done better than XEQT net of fees—is it still advisable to switch to self directed with low cost, whole market ETFs?","Is it advisable to switch to a self-directed account with low-cost, whole market ETFs if a financial advisor's performance net of fees is better than XEQT?",True
Global X Swap ETFs significant tracking error in 2025. Thoughts?,"Is it appropriate to discuss the potential significant tracking error of Global X Swap ETFs in the year 2025, and what could be the thoughts on this matter?",True
American ETFs vs. Canadian ETFs: Which one should I invest in?,Preference between American ETFs and Canadian ETFs for investment,True
Question: if I grow my RRSP large enough when I retire. Could I not sell the stocks/etfs and just live off the dividends or would I have to sell everything ?,Could a retired individual live off dividends from a sufficiently large RRSP without selling all assets?,True
"RBC Direct Investing announce Commission Free to some ETFs and all mutual funds, no account maintenance fee",Is it true that RBC Direct Investing has eliminated commissions for certain Exchange-Traded Funds (ETFs) and charges no account maintenance fees for all mutual funds?,True
